InstanceType:    	4
CustomerNumber:  	30
PeriodNumber:    	3
VechileNumber:   	3
VehicleCapacity: 	228
Supplier 	 COORDX 	 COORDY 	 InitLevel 	 MaxLevel 	 ProdCapacity 	 HoldCost 	 VarCost 	 FixCost
   0 		 430.0 		 299.0 		    0 		   384		     768 	   3.0 		  30.0 		 3000.0
Retailer 	 COORDX 	 COORDY 	 InitLevel 	 MaxLevel 	 Demand 	 HoldCost
   1 		 267.0 		 478.0 		    44 		   132		   22 		   0.0
   2 		 230.0 		 443.0 		    42 		   119		   17 		   0.0
   3 		 357.0 		 190.0 		     7 		    45		   15 		   0.0
   4 		 203.0 		 476.0 		    11 		    44		   11 		   0.0
   5 		  49.0 		 432.0 		     9 		    36		    9 		   0.0
   6 		 301.0 		 204.0 		    38 		   114		   19 		   0.0
   7 		 247.0 		 371.0 		    34 		   102		   17 		   0.0
   8 		 433.0 		 214.0 		     5 		    33		   11 		   0.0
   9 		 122.0 		  83.0 		    16 		    48		    8 		   0.0
  10 		 331.0 		 304.0 		    34 		   102		   17 		   0.0
  11 		 336.0 		  42.0 		    14 		    42		    7 		   0.0
  12 		 437.0 		 352.0 		    32 		    91		   13 		   0.0
  13 		 263.0 		 139.0 		    17 		    49		    7 		   0.0
  14 		 239.0 		 213.0 		     9 		    36		    9 		   0.0
  15 		 319.0 		 421.0 		    15 		    42		    6 		   0.0
  16 		  72.0 		 115.0 		    18 		    72		   18 		   0.0
  17 		 195.0 		 196.0 		    40 		   112		   16 		   0.0
  18 		 136.0 		 328.0 		     6 		    36		   12 		   0.0
  19 		 411.0 		 138.0 		    16 		    48		    8 		   0.0
  20 		   4.0 		 243.0 		     3 		    21		    7 		   0.0
  21 		 121.0 		 106.0 		    35 		    98		   14 		   0.0
  22 		  40.0 		  48.0 		    10 		    30		    5 		   0.0
  23 		  64.0 		 379.0 		    10 		    30		    5 		   0.0
  24 		 406.0 		 202.0 		    16 		    64		   16 		   0.0
  25 		 359.0 		 174.0 		    47 		   133		   19 		   0.0
  26 		 271.0 		 182.0 		     8 		    48		   16 		   0.0
  27 		 476.0 		  24.0 		    18 		    72		   18 		   0.0
  28 		 330.0 		 178.0 		    17 		    68		   17 		   0.0
  29 		 478.0 		 213.0 		    13 		    52		   13 		   0.0
  30 		 225.0 		 397.0 		    12 		    48		   12 		   0.0
