InstanceType:    	4
CustomerNumber:  	10
PeriodNumber:    	3
VechileNumber:   	2
VehicleCapacity: 	198
Supplier 	 COORDX 	 COORDY 	 InitLevel 	 MaxLevel 	 ProdCapacity 	 HoldCost 	 VarCost 	 FixCost
   0 		 143.0 		  99.0 		    0 		   152		     304 	   3.0 		  30.0 		 3000.0
Retailer 	 COORDX 	 COORDY 	 InitLevel 	 MaxLevel 	 Demand 	 HoldCost
   1 		  89.0 		 159.0 		     5 		    30		   10 		   0.0
   2 		  76.0 		 314.0 		    15 		    60		   15 		   0.0
   3 		 285.0 		  63.0 		    15 		    60		   15 		   0.0
   4 		 401.0 		 325.0 		     3 		    21		    7 		   0.0
   5 		  16.0 		 310.0 		    13 		    52		   13 		   0.0
   6 		 267.0 		 401.0 		    40 		   112		   16 		   0.0
   7 		 249.0 		 123.0 		    55 		   154		   22 		   0.0
   8 		 477.0 		 238.0 		     6 		    39		   13 		   0.0
   9 		 374.0 		 194.0 		    47 		   133		   19 		   0.0
  10 		 277.0 		 101.0 		    44 		   132		   22 		   0.0
