InstanceType:    	2
CustomerNumber:  	40
PeriodNumber:    	6
VechileNumber:   	4
VehicleCapacity: 	270
Supplier 	 COORDX 	 COORDY 	 InitLevel 	 MaxLevel 	 ProdCapacity 	 HoldCost 	 VarCost 	 FixCost
   0 		  74.0 		 399.0 		    0 		   628		    1256 	   3.0 		 300.0 		 30000.0
Retailer 	 COORDX 	 COORDY 	 InitLevel 	 MaxLevel 	 Demand 	 HoldCost
   1 		 356.0 		 138.0 		    40 		    56		    8 		   8.0
   2 		 307.0 		 258.0 		     7 		    21		    7 		   6.0
   3 		 143.0 		 253.0 		    12 		    24		    6 		   9.0
   4 		 104.0 		 302.0 		    52 		    78		   13 		   6.0
   5 		  66.0 		 243.0 		    90 		   126		   18 		   9.0
   6 		  68.0 		 106.0 		    44 		    66		   11 		   6.0
   7 		 496.0 		 495.0 		    60 		    90		   15 		   8.0
   8 		 410.0 		 452.0 		    20 		    60		   20 		   8.0
   9 		 496.0 		 278.0 		    92 		   138		   23 		   8.0
  10 		 109.0 		 406.0 		    14 		    42		   14 		   8.0
  11 		 281.0 		  56.0 		    22 		    66		   22 		   6.0
  12 		 249.0 		 303.0 		    18 		    36		    9 		   7.0
  13 		 184.0 		 352.0 		   105 		   147		   21 		   6.0
  14 		 319.0 		 284.0 		   120 		   168		   24 		   6.0
  15 		 425.0 		 394.0 		     6 		    18		    6 		   6.0
  16 		 429.0 		 320.0 		    30 		    60		   15 		   8.0
  17 		 260.0 		 262.0 		    30 		    42		    6 		   6.0
  18 		 181.0 		 271.0 		    44 		    88		   22 		   8.0
  19 		  49.0 		 184.0 		    10 		    30		   10 		   7.0
  20 		   5.0 		 324.0 		    88 		   132		   22 		   8.0
  21 		 328.0 		 142.0 		    24 		    72		   24 		   8.0
  22 		  53.0 		 230.0 		    72 		   108		   18 		   7.0
  23 		 419.0 		   6.0 		    19 		    57		   19 		   8.0
  24 		 375.0 		 270.0 		   100 		   140		   20 		   7.0
  25 		 479.0 		  66.0 		    90 		   126		   18 		   6.0
  26 		 361.0 		 410.0 		    14 		    42		   14 		   7.0
  27 		 135.0 		 199.0 		    16 		    48		   16 		   8.0
  28 		 273.0 		 404.0 		     8 		    24		    8 		   8.0
  29 		 304.0 		 117.0 		    32 		    64		   16 		   9.0
  30 		 300.0 		 363.0 		    84 		   126		   21 		   8.0
  31 		 362.0 		 303.0 		    24 		    72		   24 		   6.0
  32 		 271.0 		 430.0 		   110 		   154		   22 		   6.0
  33 		 275.0 		 359.0 		    40 		    80		   20 		   6.0
  34 		 499.0 		 317.0 		    40 		    60		   10 		   9.0
  35 		 295.0 		   0.0 		    30 		    42		    6 		   7.0
  36 		 174.0 		 221.0 		    75 		   105		   15 		   8.0
  37 		 191.0 		 442.0 		   100 		   140		   20 		   6.0
  38 		 180.0 		  11.0 		    88 		   132		   22 		   9.0
  39 		 410.0 		 200.0 		    45 		    63		    9 		   7.0
  40 		 112.0 		 135.0 		    14 		    42		   14 		   9.0
