InstanceType:    	1
CustomerNumber:  	20
PeriodNumber:    	3
VechileNumber:   	3
VehicleCapacity: 	189
Supplier 	 COORDX 	 COORDY 	 InitLevel 	 MaxLevel 	 ProdCapacity 	 HoldCost 	 VarCost 	 FixCost
   0 		 287.0 		 199.0 		    0 		   270		     540 	   3.0 		  30.0 		 3000.0
Retailer 	 COORDX 	 COORDY 	 InitLevel 	 MaxLevel 	 Demand 	 HoldCost
   1 		 178.0 		 319.0 		    16 		    64		   16 		   7.0
   2 		 153.0 		 129.0 		    12 		    36		    6 		   8.0
   3 		  71.0 		 126.0 		    10 		    30		    5 		   9.0
   4 		 302.0 		 151.0 		     9 		    36		    9 		   6.0
   5 		  33.0 		 121.0 		    52 		   147		   21 		   7.0
   6 		  34.0 		 303.0 		    20 		    56		    8 		   6.0
   7 		 498.0 		 247.0 		    50 		   140		   20 		   7.0
   8 		 455.0 		 476.0 		    11 		    66		   22 		   7.0
   9 		 248.0 		 389.0 		    35 		    98		   14 		   9.0
  10 		  54.0 		 203.0 		     9 		    57		   19 		   9.0
  11 		 390.0 		  28.0 		     6 		    39		   13 		   6.0
  12 		 124.0 		 401.0 		    34 		   102		   17 		   8.0
  13 		 342.0 		 426.0 		    32 		    91		   13 		   6.0
  14 		 159.0 		 142.0 		    35 		    98		   14 		   6.0
  15 		 212.0 		 447.0 		    10 		    30		    5 		   6.0
  16 		 214.0 		 410.0 		    10 		    60		   20 		   7.0
  17 		 130.0 		 131.0 		    12 		    35		    5 		   6.0
  18 		  90.0 		 385.0 		    11 		    69		   23 		   9.0
  19 		 274.0 		  92.0 		     3 		    21		    7 		   6.0
  20 		   2.0 		 162.0 		    32 		    91		   13 		   9.0
