InstanceType:    	4
CustomerNumber:  	25
PeriodNumber:    	9
VechileNumber:   	2
VehicleCapacity: 	283
Supplier 	 COORDX 	 COORDY 	 InitLevel 	 MaxLevel 	 ProdCapacity 	 HoldCost 	 VarCost 	 FixCost
   0 		 287.0 		 199.0 		    0 		   350		     700 	   3.0 		  30.0 		 3000.0
Retailer 	 COORDX 	 COORDY 	 InitLevel 	 MaxLevel 	 Demand 	 HoldCost
   1 		 178.0 		 319.0 		    32 		    64		   16 		   0.0
   2 		 153.0 		 129.0 		    24 		    36		    6 		   0.0
   3 		  71.0 		 126.0 		    20 		    30		    5 		   0.0
   4 		 302.0 		 151.0 		    18 		    36		    9 		   0.0
   5 		  33.0 		 121.0 		   105 		   147		   21 		   0.0
   6 		  34.0 		 303.0 		    40 		    56		    8 		   0.0
   7 		 498.0 		 247.0 		   100 		   140		   20 		   0.0
   8 		 455.0 		 476.0 		    22 		    66		   22 		   0.0
   9 		 248.0 		 389.0 		    70 		    98		   14 		   0.0
  10 		  54.0 		 203.0 		    19 		    57		   19 		   0.0
  11 		 390.0 		  28.0 		    13 		    39		   13 		   0.0
  12 		 124.0 		 401.0 		    68 		   102		   17 		   0.0
  13 		 342.0 		 426.0 		    65 		    91		   13 		   0.0
  14 		 159.0 		 142.0 		    70 		    98		   14 		   0.0
  15 		 212.0 		 447.0 		    20 		    30		    5 		   0.0
  16 		 214.0 		 410.0 		    20 		    60		   20 		   0.0
  17 		 130.0 		 131.0 		    25 		    35		    5 		   0.0
  18 		  90.0 		 385.0 		    23 		    69		   23 		   0.0
  19 		 274.0 		  92.0 		     7 		    21		    7 		   0.0
  20 		   2.0 		 162.0 		    65 		    91		   13 		   0.0
  21 		 414.0 		  71.0 		    96 		   144		   24 		   0.0
  22 		  26.0 		 365.0 		    55 		    77		   11 		   0.0
  23 		 209.0 		 253.0 		    12 		    36		   12 		   0.0
  24 		 437.0 		 135.0 		    60 		    84		   12 		   0.0
  25 		 239.0 		 283.0 		   105 		   147		   21 		   0.0
